H,ยูนิคอร์นเป็นสัตว์ในตำนานซึ่งมีการอธิบายมาแต่โบราณว่าเป็นสัตว์ที่มีเขาเกลียวแหลมขนาดใหญ่ออกมาจากหน้าผาก มีการพรรณนายูนิคอร์นในตราโบราณของอารยธรรมลุ่มแม่น้ำสินธุและชาวกรีกโบราณกล่าวถึงยูนิคอร์นในบันทึกประวัติศาสตร์ธรรมชาติโดยนักเขียนหลายคน
H,เขาของสัตว์ตัวนั้นช่างสวยงาม
H,Horn แปลว่าเขา
H,Horn คือเขา
H,เขามีราคาแพง
H,เขาหาได้ยาก
H,Horny animal แปลว่าสัตว์มีเขา
H,ควายเป็นสัตว์มีเขา
H,กวางมีเขาสวยงาม
H,กวางมีเขาที่มีกิ่งสวยงาม
H,กวางมีเขาที่แตกกิ่งสวยงาม
H,ควายมีเขาแหลม
H,ควายมีเขาแหลมคม
H,ควายมีเขาทู่
H,ควายมีเขาสองข้าง
H,ควายมีเขา 2 ข้าง
H,เขาแรดเรียกว่านอ
H,เขาช้างเรียกว่างา
H,งาเป็นเขาของช้าง
H,นอเป็นเขาของแรด
H,เขาเอาไว้ขวิด
H,เขาเป็นสิ่งป้องกันตัว
H,เขามีขนาดใหญ่
H,เขาควายมีขนาดใหญ่
H,คนโง่มักถูกสวมเขา
H,เธอสวมเขาฉัน
H,เธอมันโง่ให้โดนสวมเขา
H,ประยุทธ์มีเขา
H,ควายมีเขาเราก็มี
H,กาลครั้งหนึ่งนานมาแล้วมีกวางตัวหนึ่งมันมีเขาที่สวยงามมาก
H,ยอมเป็นวัวเป็นควายให้เธอสวมเขาเท่าไรยอมเป็นทาสรับใช้ให้เธอเป็นนายในใจฉัน
H,ควายยังมีเขาแต่เราไม่มีใคร
H,เขาวัวเป็นวัสดุหลักในการทำตัวหมากรุกในสมัยโบราณ
H,ตอนท้ายพระเอาเขาบาฮาบุทมาทำดาบ
H,เขาที่ดำสนิทของเธอนั้น เมื่อเข้ากับผมที่แดงช่างตะลึงตา
H,เขาแหลมคมนั้นทะลุร่างหญิงสาวอย่างไร้ความปราณี
H,หนุ่มไอเดียเจ๋งนำเขาควายมาแกะสลักเป็นรูปสัตว์ขาย
H,ตามตำนานเขากวางคุดเกิดเฉพาะกับกวางที่เป็นจ่าฝูงเท่านั้น
H,รับซื้อเขาควาย
H,ช่วงนี้เขา Baphomet ขายได้ราคา
H,วัวตัวนั้นเขาสวยดี
H,10 อันดับ สัตว์ที่มีเขาสวยงามที่สุดในโลก
H,ตัวผู้มีเขาโค้งเป็นรูปตัววี
H,ตัวเมียมีเขาเหมือนตัวผู้เช่นกันแต่มีขนาดเล็กและสั้นกว่าตัวผู้
H,ทั้งตัวผู้และตัวเมียมีเขาทั้งคู่
H,ลักษณะเขาบิดเป็นเกลียวยาว 55–85 เซนติเมตร
H,แบล็กบักตัวผู้มีเขาคู่หนึ่งที่ยาว 35–75 เซนติเมตร
H,เขามีความสวยงามตรงที่บิดเป็นเกลียวและปลายแหลม
H,ด้วยความยาวของเขานั้นแม้จะนอนหรือซ่อนอยู่ในพงหญ้าบางครั้งก็ยังเห็นโผล่มาชัดเจน
H,ตัวผู้จะป้องกันอาณาเขตของฝูงตัวเองโดยการใช้เขาทั้งสองข้างนั้นขวิดสู้กัน
H,ด้วยความสวยงามของเขาจึงทำให้ถูกล่าจากนายพราน
H,เขาของมันมีลักษณะเหมือนกับมงกุฎที่ตั้งอยู่บนหัว
H,กวางมูสตัวผู้จะใช้เขาในการตอสู้และใช้เป็นสิ่งดึงดูดเพศเมียเมื่อถึงฤดูผสมพันธุ์
H,เขาของกวางมูสจะเริ่มงอกเมื่อมันมีอายุ ประมาณ 12 เดือน
H,เขาของ มัวฟลอน ตัวผู้มีความยาวเฉลี่ย 25 นิ้ว
H,เขาของมันยังยังเติบโตตลอดชีวิต
H,เขาที่บิดเป็นเกลียวยาวแหลม เห็นได้ชัดเจน
H,เขาของแรดประกอบด้วยเคราติน
H,เขามีความแข็งแรง มีรูปทรงที่โค้ง
H,คุณคิดว่าเขาของสัตว์เหล่านี้จะมีผลต่อการดำรงชีวิตหรือไม่
H,ตื่นตาไปกับเขาสัตว์และวัตถุโบราณนับแสนชิ้น
H,แพะซาเนนไม่มีเขา
H,แกะกะโหลกเล็กไม่มีเขางอก
H,ยังไม่พบพันธุ์ที่ไม่มีเขา
H,หนุ่มใหญ่เพชรบูรณ์นำเขาควายมาแกะสลักเป็นรูปร่างสัตว์ต่างๆ
H,สัตว์ชนิดไหนมีเขาอยู่ที่จมูก
H,เจ้าจงให้เป่าเขาสัตว์ทั่วแผ่นดินในวันลบมลทิน
H,จงให้เป่าเขาสัตว์ดังสนั่นในวันที่สิบเดือนที่เจ็ด
H,เขากวางอ่อน อุดมไปด้วยสารอาหารประเภทต่าง ๆ
H,เขาที่พลัดทิ้งแล้วยังเป็นแหล่งแคลเซียมของสัตว์ฟันแทะบางชนิด
H,พระเอกมีเขางอก
H,วาตูซี่เขายาวที่สุดในโลกฝูงแรกขององค์การสวนสัตว์
H,เธอถูกผู้ชายสวมเขา
H,หมาไม่มีเขา
H,นายพรานออกเดินทางเพื่อตามล่าเขาของแพะป่ามาร์คอร์
H,ตัวผู้มีเขายาวและใหญ่กว่าตัวเมีย
H,ทั้งสองเพศต่างมีเขาที่มีความยาวประมาณ 35-37 นิ้ว
H,กวางผลัดเขาปีละครั้ง
H,ตัวผู้มีเขาเป็นแขนง
H,มีความเชื่อว่าถ้านำเขามาประดับบ้านจะทำให้โชคร้าย
H,เขาคู่นั้นสวยดี
H,บริเวณเหนือตาทั้ง 2 ข้างมีส่วนที่คล้ายเขายื่นออกมา
H,วันนี้มีการประกวดเขาสวยงาม
H,เขาอันใหญ่อันนั้นน่าซื้อจัง
H,ย่าทวดคนหนึ่งเกิดป่วยเป็นโรคประหลาด มีเขางอกขึ้นออกมาบนศีรษะ
H,เจ้าตัวเหลืองตัวนั้นมีเขาด้วย
H,แจ๊คคาโลปหรือกระต่ายมีเขาเป็นตัวประหลาดที่โด่งดังในยุโรป
H,เป็นที่ฮือฮาสำหรับผู้ที่พบเห็นควายเผือกเขายาวกว่า 2 เมตร
H,พบกระบือเขายาวเกือบ 2 เมตร
H,นี่เป็นภาพวาดของส่วนหัวและเขาของแอนทิโลปหลายชนิด
H,ความงามของเขาสมันนี้เอง ทำให้มันไม่สามารถอาศัยหรือหลบภัยในป่าได้
H,เขาทั้งสองของข้าแผ่กิ่งก้านงดงามกว่าเจ้ามาก
H,เอาเขาออกแล้วเป็นอย่างไรบ้าง
H,ฉันเห็นเขาที่แตกกิ่งก้านออกไป
H,ระวังเขาของเจ้าจะโผล่ออกมา
H,เขาของใครแข็งแรงที่สุด
H,เจ้ามีเขาที่แสนเปราะบางเหลือเกิน
H,อันนี้เป็นเขาที่มาจากแอฟริกา
H,ห้ามล่าเพื่อเอาเขา
H,เขาชนิด Antlers จะหลุดออกภายหลังจากฤดูผสมพันธุ์เสร็จสิ้น
H,หัวแกะทิเบต ทรงเขาม้วนขั้นเทพ
H,ช่างกำลังแกะสลักไม้และเขา
H,เหยี่ยวดงอึ้ง เจอซุกเขาสัตว์ป่าคุ้มครองอื้อ
H,พ่อค้าวิลันดานิยมซื้อหนังสัตว์และเขาสัตว์ไปขายต่อที่ญี่ปุ่น
H,มนุษย์ปรารถนาเขาและเขี้ยวของมัน
H,ส่งให้แล้วนะคับชุดเขาควายดำ
H,มีเขาเผือกตันๆหลายชิ้น สนใจทักแชทมานะครับ
H,นกฮูกเขาควายแกะสลักตัวเล็กตัวใหญ่สั่งได้ตามใจคุณ
H,เขาของเพศผู้จะยาวกว่าของเพศเมีย
H,เพศผู้ที่โตเต็มวัยจะมีเขายาว 40 นิ้ว
H,เพศเมียจะมีเขาที่สั้นมากโดยมีความยาวเพียง 13 นิ้ว
H,เขาของคาปรา ไอบ็อก  มีลักษณะโค้งลงไปข้างหลัง
H,ทำให้เขาของพวกมันหักหรือหลุดไปก่อนเวลาอันควร
H,สัตว์บ้างชนิดมีเขาไว้ป้องกันตัว
H,หมาไม่มีเขาเราก็ไม่มีใคร
H,กวางตัวเมียมีขนาดเล็กกว่าและไม่มีเขา
H,ลักษณะเขาตันไม่กลวงเป็นเกลียวบางชนิดอาจแตกแขนงได้มากเหมือนกิ่งไม้
H,กว่างห้าเขาเป็นแมลงที่หายาก
H,เขาของจอมมารหักลงก่อนจะล้มลง
H,เขาของมันแหลมคมน่าเกรงขาม
H,ยอมให้เธอสวมเขา
H,ฆ่าความเอาเขา
H,เขากวางอ่อน มีสารอาหารที่มีประโยชน์ต่อร่างกาย
H,|เขากวางอ่อนถูกใช้เป็นสมุนไพรอย่างยาวนานไม่ต่ำกว่า 2,000 ปี|
H,มีความเชื่อว่าเขากวางอ่อนช่วยควบคุมพลังหยาง
H,|เขากวางอ่อนประกอบไปด้วยโปรตีน, แร่ธาตุ, โอเมกา, กรดอะมิโน|
H,กวางที่พลัดเขาทิ้งแล้วยังเป็นแหล่งแคลเซียมของสัตว์ฟันแทะบางชนิด
H,การตัดเขากวางอ่อนก็ยังเป็นสิ่งที่ต้องการ
H,หมากรุกราคาแพงมักจะทำจากเขาวัว
H,ฉันและพ่อไปล่ากวางแล้วได้เขามา
H,ฆ่ากวางเอาเขา
H,ควายยังมีเขาแต่เราไม่มีใคร
H,เขาเราสวยไหม
H,กระทิงตัวนั้นมีเขาที่สวยมาก
H,เขาของกวางมูทคล้ายมงกุฏ
H,แต่ละตัวจะมีเขาที่ไม่เหมือนกัน
H,ตัวผู้กับตัวเมียจะมีเขาที่แตกต่างกันชัดเจน
H,รับซื้อเขาควาย
H,นกมีเขาไหม
H,เครื่องประดับนักรบโบราณมักจะทำจากเขาสัตว์ที่ล่าได้
H,กว่างสามเขาในสมัยก่อนนั้นหาได้ไม่ยากแต่ปัจจุบันจัดเป็นแมลงที่ใกล้จะสูญพันธ์
H,ในอดีตมนุษย์ได้นำเขาสัตว์มาใช้ประโยชน์มากมาย
H,แตร่เขาสัตว์เป็นสิ่งที่ชนเผ่าโบราณคิดขึ้นมาก
H,DIY ทำพวงกุญแจจากเศษเขาสัตว์
H,เขาของบาร์โฟนั้นหายากมาก เลยมีราคาแพงหนะ
H,ตรงผนังบ้านมีเขาของสัตว์ชนิดต่างๆ ประดับประดา
H,ฉันได้เขาสัตว์มากจากพ่อ
H,เขาของมันเป็นของที่หายากมากให้แถบนี้
H,จู่ๆ เขามันก็งอกมาบนหัวฉัน
H,เขาของกวางจะเริ่มงอกมาเมื่อมันโตเต็มที่
H,กระทิงตัวนั้นเขาของมันหัก
H,ข้าจะหักเขาของเจ้าด้วยมือเปล่าให้ดูเอง
H,เขาทู่ๆ อันนั้นทำอะไรเราไม่ได้หรอก
H,เพศผู้ที่โตเต็มวัยจะมีเขายาว 35-42 นิ้ว
H,เขาตัวผู้จะมีสีดำเข้ม
H,ส่วนเขาตัวเมียจะมีสีเทาออกขาวๆ
H,เขาของตัวเต็มวัยจะยาวประมาณ 40-50 นิ้ว
H,ดาบเล่มนั้นถูกเก็บไว้อย่างดีในฝักดาบที่ทำจากเขาทูมิกซ์
H,ควายมีเขาสองข้าง
H,สุชาติสวมเขาควายออกไปเดินเที่ยว
H,ควายใช้เขาขวิดกัน
H,กวางมูสมีเขาที่ใหญ่เทอะทะ
H,อมรถามสมรว่าเคยต้มเขาควายกินป่าว
H,มุทวีนั่งแกะสลักเขาควายอยู่หน้าบ้าน
H,ลุงปลอมโดนแพะเอาเขาเสียบพุง
H,แพะตัวเมียมีเขาที่สั้นและแหลมกว่าตัวผู้
H,แพะเดินไม่ระวัง เขาเกี่ยวสายไฟดับทั้งมหาลัย
H,ชาวบ้านต่างบูชาแพะ 4 เขา
H,เธอจะนำเขาแพะมาทานไม่ได้นะสุชาติ
H,เครื่องรางนี่ทำมาจากเขาของแพะที่เป็นเบาหวานตาย
H,เขากวางอ่อนนั้นอุดมไปด้วยสารอาหารมากมาย
H,เขากวาง เป็นอวัยวะที่เจริญมาจากส่วนเนื้อเบื่อบุผิวชั้นนอก
H,ในสมัยก่อนมีการใช้แตรเขาแกะเพื่อเป่าระดมพล
H,เด็กซนปีนขึ้นไปเล่นเขาแกะอันใหญ่
H,นายพรานลักลอบล่าหาเขาแกะมาขาย
H,สัตว์มีเขาไว้ขวิดเวลาที่ต้องป้องกันตัว
H,หนุ่มเคราะห์ร้ายถูกควายเอาเขาขวิดเป็นแผลฉกรรจ์
H,หนุ่มเคราะห์ร้ายกว่าโดนกระทิงขวิดเขาทิ่มตูดลึกจนนั่งไม่ได้
H,ลุุงขี้เมาถูกวัวกระทืบแล้วใช้เขาขวิดดับ
H,สมชายถูกกระทิงใช้เขาไล่ขวิดเพราะไปเตะตูดกระทิง
H,เจ้าทุยมีเขาโค้งสวยงามน่าตัดไปขาย
H,เขาควายแหลมกว่าฟันควาย
H,ควายแดง ไม่มีเขาและไม่ได้ถูกใช้เรียกควายสีแดงแต่อย่างใด
H,ควายเผือกนั้นมีสองเขาและมีสีซีดจนเหมือนเผือก
H,เขาของกวางตัวผู้จะเริ่มงอกในฤดูผสมพันธุ์ และพอผ่านพ้นฤดูผสมพันธุ์ไปแล้ว ก็จะร่วงออกมานั่นเอง
H,เด็กชายสมชายนำกาวไปเชื่อมเขาควายโดยหวังว่ามันจะไม่หลุดอีกครั้ง
H,ชาวจีนนิยมนำเขากวางมาบดเพื่อทำยา
H,กวางตัวนั้นมีเขาที่สวยงามมากๆ
H,ราตรีลักลอบขนเขากวางออกไปขายที่ต่างประเทศแถบสแกนดิเนเวีย
H,นายพรานเข้าป่าไปล่าเขากวาง
H,แกะเนปาลมีเขาที่ใหญ่โตเพื่อใช้ต่อสู้
H,แท้ที่จริงแล้ว นอของแรดนับว่าเป็นเขาอย่างหนึ่ง
H,ลุงดำฉีดสีทองใส่เขาควายหวังจะโก่งราคา
H,คุณจะทานเขาควายไม่ได้นะสมร!!!
H,เจ้าแดงควายของลุงดีกำลังเมายาบ้า ใช้เขาจี้ตัวประกันเพื่อเรียกค่าไถ่เพื่อนำเงินไปซื้อยาบ้าเพิ่ม
H,วัวของลุงมีเขาหักเพราะสะดุดยอดหญ้าล้ม
H,ชัชชาติหักเขาของกระทิงที่พยายามพุ่งเข้ามาชนได้อย่างง่ายดาย
H,ลุงสุกลรวี ศรีธนด้าย ตั้งชื่อควาย3เขาที่เลี้ยงไว้ว่าหมู
H,วัวที่ไม่มีเขาคือวัวตัวเมีย
H,ควายตัวผู้มีเขาที่ยาวกว่าตัวเมีย
H,ชาตรีค้นกูเกิลแล้วค้นพบว่าควายนั้นมีเขา
H,มีการแถลงข่าวว่ามีคนหย่อนเขาควายลงในหีบเลือกตั้งจนต้องเกิดการเลือกตั้งใหม่ทั้งหมด
H,ในเกมเซคิโระ มีมินิบอสตัวหนึ่งชื่อวัวไฟ ซึ่งมีเขาที่ติดไฟอยู่ สู้ยากมากๆ สกิลก็เดายาก ตอนนี้ยังเล่นไม่ผ่านเลย
H,สมรบ่นว่าเธออยากกินเลย์รสเขาควาย
H,กาแฟขี้ช้างยังมีได้เลย ทำไมจะมีกาแฟเขาควายไม่ได้!!!
H,สมรได้ชวนเพื่อนๆไปกินบุฟเฟต์ที่มีเขากวางอ่อนเป็นเมนูในร้าน
H,อีสมรไม่ฉลาดเหมือนมีเขาควายงอกอยู่ที่หัว
H,คืนวันพรุ่งนี้จะเป็นคืนที่มืดมิดที่สุด และจะเป็นวันที่เหมาะสมที่สุด ที่จะนำแตรเขาแกะไปเป่าที่ป่าทางตอนเหนือ ลงไปยังตอนใต้ เลี้ยวซ้าย เลี้ยวขวา แล้วเลี้ยวซ้ายอีกที จะถึงที่หมายที่มีแท่นหินอยู่ ให้เป่าซะ แล้วก็กลับบ้านมาเถอะเพราะไม่มีอะไรเกิดขึ้นหรอก ให้เดินฆ่าเวลาเฉยๆ
H,กวางเป็นสัตว์ที่มีเขาสวย
H,คามาราซอรัสไดโนเสาร์กินพืชยุคปลายจูราซิกมีลักษณะเด่นเป็นแผงคอขนาดใหญ่และเขาที่ปลายจมูก
H,เขาของสัตว์บางชนิดใช้ดึงดูดเพศตรงข้าม
H,เธอสวมเขาให้กับชายคนก่อน
H,สมัยก่อนมักมีกลุ่มนายพรานไปล่าสัตว์ป่าที่ภูกระดึงเก็บเอาเขากวางที่มีมากจนพวกมันเริ่มลดจำนวนลง
H,พญายมมีเขาสีแดงนั่งอยู่บนบัลลังเฝ้ามองนรกที่เต็มไปด้วยป่าต้นไม้หนามอันสูงใหญ่และกระทะทองแดงอันร้อนระอุ
H,ด้วงมีเขาจะราคาแพง
H,นกไม่ได้มีเขาแต่อย่างใด
H,เขากระทิงกินแก้อาการอาหารเป็นพิษ
H,เขามังกรจากเกาะเวหาสามารถรักษาได้ทุกโรค
H,การโดนหลอกเรียกอีกอย่างว่าสวมเขา
H,การจับได้ว่าทำความผิดตรงหน้าหรือคาหนังคาเขา
H,กวางจะดูสวยได้ด้วยเขา
H,นอแรดเป็นเขาชนิดหนึ่ง
H,กวางคาริบูมีเขาที่สวยงามที่สุดในโลก
H,แพะคาปราไอบ็อกมีเขาลักษณะโค้งไปข้างหลัง
H,แพะคาปราไอบ็อกมีเขาไว้ดึงดูดตัวเมียมาผสมพันธุ์
H,แพะป่ามาร์คอร์มีเขาลักษณะบิดม้วน
H,เขาของแพะป่ามาร์คอร์ตัวผู้จะยาวกว่าตัวเมีย
H,ออริกซ์เป็นแอนทิโลปที่มีเขาบิดเป็นเกลียวยาวแหลม
H,มัวฟลอนตัวผู้จะมีเขาโค้งงอนขนาดใหญ่
H,เขาของมัวฟลอนตัวผู้มีไว้ใช้ต่อสู้
H,เขาของมัวฟลอนตัวผู้จะเติบโตตลอดชีวิตไปเรื่อยๆ
H,กวางมูสจะมีเขาลักษณะเหมือนมงกุฏตั้งอยู่บนหัว
H,ความแข็งแรงของเขากวางมูสขึ้นอยู่กับอายุและอาหารที่กิน
H,เขาของกวางมูสตัวผู้มีไว้ใช้ต่อสู้และดึงดูดตัวเมีย
H,เขาของกวางมูสจะเริ่มงอกตอนอายุ12เดือน
H,แบล็กบักมีเขาที่มีความสวยงามตรงที่บิดเป็นเกลียวและปลายแหลม
H,ความยาวของเขาแบล็กบักนั้นแม้จะซ่อนอยู่ในพงหญ้าบางครั้งก็ยังเห็นโผล่มาชัดเจน
H,ด้วยความสวยงามของเขาแบล็กบักจึงถูกล่าอยู่บ่อยๆ
H,เขาของแอดแดกซ์มีลักษณะบิดเป็นเกลียวยาว
H,เขาของแอดแดกซ์มีการขด2ถึง3ครั้ง
H,สปริงบ็อกตัวผู้มีเขาโค้งเป็นรูปตัววี
H,สปริงตัวเมียมีเขาเหมือนตัวผู้แต่เล็กและสั้นกว่า
H,กวางเรนเดียร์มีเขาทั้งตัวผู้และตัวเมีย
H,หมวกนักรับซามูไรระดับผู้นำจะมีเขาติดอยู่
H,เพื่อนของฉันเสียใจมากเพราะโดนสวมเขา
H,เขากวางเป็นอวัยวะที่สวยงามที่สุดในตัวกวาง
H,นายพรานชอบนำเขาสัตว์มาประดับบ้าน
H,ตามตำนานญี่ปุ่นยักษ์มักจะมีเขาเสมอ
H,สัตว์เคี้ยวเอื้องตัวผู้มักมีเขา
H,คาราบาวมีสัญญาลักษณ์เป็นเขาควาย
H,กระทิงเมื่อเจออันตรายจะใช้เขาเป็นอาวุธ
H,เขาเป็นอวัยวะสำคัญในการป้องกันตัวของสัตว์
H,คนสมัยก่อนใช้เขาในการทำแตรเตือนภัย
H,คนมักจะเอาเขาสัตว์มาทำเครื่องประดับ
H,ฉันอยากไปเที่ยวพิพิธภัณฑ์เขาสัตว์
H,สัตว์ชนิดนี้สูญพันธุ์เพราะเขาสวย
H,เราสามารถซื้อเขาสัตว์ได้ที่ตลาดมืด
H,วัวตัวนั้นมีเขาที่ใหญ่มาก
H,ฉันชอบกวางเพราะมีเขาที่สวย
H,ฉันชอบใส่เสื้อลายเขากวาง
H,ปลานาร์วาฬเป็นปลาชนิดเดียวที่มีเขา
H,เขาของยูนิคอนนั้นหลายคนเชื่อว่ามีพลังวิเศษ
H,บางประเทศเชื่อว่าเขาสัตว์จะนำโชคมาให้
H,สัตว์ที่มีเขาใหญ่จะทำให้ดูน่าเกรงขาม
H,กระทิงมีเขาที่ใหญ่และน่ากลัว
H,บ้านของเรามีเขากวางขนาดใหญ่อยู่หน้าบ้าน
H,เพื่อนของเราไปล่าสัตว์เพื่อเอาเขามาตกแต่งบ้าน
H,สัตว์ตัวนั้นมีเขาที่ใหญ่มาก
H,ฉันได้รับเขาสัตว์เป็นของขวัญ
H,กวางจะใช้เขาในการเรียกตัวเมีย
H,กวางจะใช้เขาในการแย่งตัวเมีย
H,กูปรีโดนล่าเพราะต้องการเขา
H,ฉันพึ่งได้ของขวัญเป็นเขาสีดำ
H,เขากวางราคาสูงมากในตลาด
H,เขากวางและงาช้างเป็นสิ่งผิดกฎหมาย
H,เขาควายสามารถนำมาใช้ประโยขน์ได้หลายอย่าง
H,ตำรวจได้จับผู้ร้ายได้ของกลางเป็นเขาสัตว์ผิดกฎหมาย
H,หนุ่มใหญ่เพชรบูรณ์คิดนำเขาควายมาแกะสลักเป็นรูปร่างสัตว์
H,สตรีชาวจีนอายุ 101 ปี มีอวัยวะประหลาด คล้ายเขาสัตว์งอกบนหน้าผาก
H,เจ้าของงาช้าง-เขาสัตว์ร้องศาลถอนหมายค้นศูนย์ปราบปรามการค้างาช้าง
H,ตำรวจรวบตัวเจ้าของเขาสัตว์สงวน
H,พบชาวต่างชาติลักลอบนำเขาสัตว์ออกนอกประเทศ
H,อาจารย์ชอบแกะสลักหินอ่อนเป็นลายเขาสัตว์
H,เธอคนนั้นใส่ต่างหูที่ทำจากเขาสัตว์
H,พวกเราจะไปเที่ยวพิพิธภันฑ์เขาสัตว์
H,ประเทศวากานด้าสั่งห้ามนำเขาสัตว์ออกนอกประเทศ
H,วัวตัวนั้นโดนทำร้ายจนเขาหัก
H,กวางตัวนั้นโดนรถชนจนเขาหัก
H,ตำรวจได้ออกตามหาคนร้ายหลังจากพบเขาสัตว์จำนวนมาก
H,เหตุผลส่วนใหญ่ของการสูญพันธุ์คือการล่าเพิ่มนำเขามาใช้ประโยชน์
H,จิตกรนำดินมาปั้นเป็นเขาสัตว์
H,ผู้ชายคนนั้นคงเป็นเพื่อชีวิตเพราะชอบใส่เสื้อเขาควาย
H,เสื้อเขากวางตัวนั้นสวยจัง
H,นี่คงเป็นถ้ำเสือเพราะมีเขากวางเต็มไปหมดเลย
H,พ่อเอาเขาควายไว้ที่บ้าน
H,พ่อเอาเขาวัวไว้ที่บ้าน
H,พ่อเอาเขากวางไว้ที่บ้าน
H,พ่อเอาเขาเก้งไว้ที่บ้าน
H,พ่อเอาเขากวางไว้ที่ห้องเก็บของ
H,ที่บ้านพี่มีเขากวาง
H,ที่บ้านปู่มีเขากวาง 2 อัน
H,ที่บ้านยายมีเขาวัว 3 อัน
H,ที่บ้านลุงเอาเขาวัวไว้ประดับ
H,น้องชายโดนสวมเขา
H,น้องสาวเอาเขาควายไปสวมหัวน้องชาย
H,น้องสาวโดนสวมเขา
H,เขาควายมี 2 ข้าง
H,เขากวางสวยดี
H,เขาเก้งอันเล็ก
H,กวางตัวเมียไม่มีเขา
H,เขากวางสวยดี
